date,visits,day,month,week,year,black_Friday,easter,stores_open,payday_week
21/12/2020,1962437,Mon,Dec,34,2020,0,0,1,0
22/12/2020,1843256,Tue,Dec,34,2020,0,0,1,0
23/12/2020,1727024,Wed,Dec,34,2020,0,0,1,0
24/12/2020,1912493,Thu,Dec,34,2020,0,0,1,0
25/12/2020,2159434,Fri,Dec,34,2020,0,0,1,1
26/12/2020,4194290,Sat,Dec,34,2020,0,0,1,1
27/12/2020,3229461,Sun,Dec,35,2020,0,0,1,1
28/12/2020,2961831,Mon,Dec,35,2020,0,0,1,1
29/12/2020,2725732,Tue,Dec,35,2020,0,0,1,1
30/12/2020,2373567,Wed,Dec,35,2020,0,0,1,1
31/12/2020,1914060,Thu,Dec,35,2020,0,0,1,1
01/01/2021,2226092,Fri,Jan,35,2021,0,0,1,0
02/01/2021,2267418,Sat,Jan,35,2021,0,0,1,0
03/01/2021,2112591,Sun,Jan,36,2021,0,0,1,0
04/01/2021,2377181,Mon,Jan,36,2021,0,0,1,0
05/01/2021,2269472,Tue,Jan,36,2021,0,0,1,0
06/01/2021,2182437,Wed,Jan,36,2021,0,0,0,0
07/01/2021,2180063,Thu,Jan,36,2021,0,0,0,0
08/01/2021,2054436,Fri,Jan,36,2021,0,0,0,0
09/01/2021,1980901,Sat,Jan,36,2021,0,0,0,0
10/01/2021,1910044,Sun,Jan,37,2021,0,0,0,0
11/01/2021,1972918,Mon,Jan,37,2021,0,0,0,0
12/01/2021,2038953,Tue,Jan,37,2021,0,0,0,0
13/01/2021,2007600,Wed,Jan,37,2021,0,0,0,0
14/01/2021,1968410,Thu,Jan,37,2021,0,0,0,0
15/01/2021,1986916,Fri,Jan,37,2021,0,0,0,0
16/01/2021,2110286,Sat,Jan,37,2021,0,0,0,0
17/01/2021,1924186,Sun,Jan,38,2021,0,0,0,0
18/01/2021,1955254,Mon,Jan,38,2021,0,0,0,0
19/01/2021,1975245,Tue,Jan,38,2021,0,0,0,0
20/01/2021,2178983,Wed,Jan,38,2021,0,0,0,0
21/01/2021,1914142,Thu,Jan,38,2021,0,0,0,0
22/01/2021,1856983,Fri,Jan,38,2021,0,0,0,0
23/01/2021,1833574,Sat,Jan,38,2021,0,0,0,0
24/01/2021,1643301,Sun,Jan,39,2021,0,0,0,0
25/01/2021,1817611,Mon,Jan,39,2021,0,0,0,1
26/01/2021,1824186,Tue,Jan,39,2021,0,0,0,1
27/01/2021,1809204,Wed,Jan,39,2021,0,0,0,1
28/01/2021,1673567,Thu,Jan,39,2021,0,0,0,1
29/01/2021,1546798,Fri,Jan,39,2021,0,0,0,1
30/01/2021,1746839,Sat,Jan,39,2021,0,0,0,1
31/01/2021,1652023,Sun,Jan,40,2021,0,0,0,1
01/02/2021,1690832,Mon,Feb,40,2021,0,0,0,0
02/02/2021,1601316,Tue,Feb,40,2021,0,0,0,0
03/02/2021,1652344,Wed,Feb,40,2021,0,0,0,0
04/02/2021,1622658,Thu,Feb,40,2021,0,0,0,0
05/02/2021,1360153,Fri,Feb,40,2021,0,0,0,0
06/02/2021,1710542,Sat,Feb,40,2021,0,0,0,0
07/02/2021,1570487,Sun,Feb,41,2021,0,0,0,0
08/02/2021,1556822,Mon,Feb,41,2021,0,0,0,0
09/02/2021,1586417,Tue,Feb,41,2021,0,0,0,0
10/02/2021,1505041,Wed,Feb,41,2021,0,0,0,0
11/02/2021,1673093,Thu,Feb,41,2021,0,0,0,0
12/02/2021,1526590,Fri,Feb,41,2021,0,0,0,0
13/02/2021,1519395,Sat,Feb,41,2021,0,0,0,0
14/02/2021,1428056,Sun,Feb,42,2021,0,0,0,0
15/02/2021,1512177,Mon,Feb,42,2021,0,0,0,0
16/02/2021,1591846,Tue,Feb,42,2021,0,0,0,0
17/02/2021,1741222,Wed,Feb,42,2021,0,0,0,0
18/02/2021,1804976,Thu,Feb,42,2021,0,0,0,0
19/02/2021,1664477,Fri,Feb,42,2021,0,0,0,0
20/02/2021,1616523,Sat,Feb,42,2021,0,0,0,0
21/02/2021,1476667,Sun,Feb,43,2021,0,0,0,0
22/02/2021,1582485,Mon,Feb,43,2021,0,0,0,1
23/02/2021,1507437,Tue,Feb,43,2021,0,0,0,1
24/02/2021,1377439,Wed,Feb,43,2021,0,0,0,1
25/02/2021,1281427,Thu,Feb,43,2021,0,0,0,1
26/02/2021,1273158,Fri,Feb,43,2021,0,0,0,1
27/02/2021,1454128,Sat,Feb,43,2021,0,0,0,1
28/02/2021,1335551,Sun,Feb,44,2021,0,0,0,1
01/03/2021,1496830,Mon,Mar,44,2021,0,0,0,0
02/03/2021,1485876,Tue,Mar,44,2021,0,0,0,0
03/03/2021,1552796,Wed,Mar,44,2021,0,0,0,0
04/03/2021,1419859,Thu,Mar,44,2021,0,0,0,0
05/03/2021,1287927,Fri,Mar,44,2021,0,0,0,0
06/03/2021,1399442,Sat,Mar,44,2021,0,0,0,0
07/03/2021,1306314,Sun,Mar,45,2021,0,0,0,0
08/03/2021,1292991,Mon,Mar,45,2021,0,0,0,0
09/03/2021,1228831,Tue,Mar,45,2021,0,0,0,0
10/03/2021,1313447,Wed,Mar,45,2021,0,0,0,0
11/03/2021,1257161,Thu,Mar,45,2021,0,0,0,0
12/03/2021,1291138,Fri,Mar,45,2021,0,0,0,0
13/03/2021,1347953,Sat,Mar,45,2021,0,0,0,0
14/03/2021,1264094,Sun,Mar,46,2021,0,0,0,0
15/03/2021,1314155,Mon,Mar,46,2021,0,0,0,0
16/03/2021,1186230,Tue,Mar,46,2021,0,0,0,0
17/03/2021,1169854,Wed,Mar,46,2021,0,0,0,0
18/03/2021,1157192,Thu,Mar,46,2021,0,0,0,0
19/03/2021,1153046,Fri,Mar,46,2021,0,0,0,0
20/03/2021,1233574,Sat,Mar,46,2021,0,0,0,0
21/03/2021,1187935,Sun,Mar,47,2021,0,0,0,0
22/03/2021,1196385,Mon,Mar,47,2021,0,0,0,0
23/03/2021,1176590,Tue,Mar,47,2021,0,0,0,0
24/03/2021,1400491,Wed,Mar,47,2021,0,0,0,0
25/03/2021,1296416,Thu,Mar,47,2021,0,0,0,1
26/03/2021,1375766,Fri,Mar,47,2021,0,0,0,1
27/03/2021,1387357,Sat,Mar,47,2021,0,0,0,1
28/03/2021,1355959,Sun,Mar,48,2021,0,0,0,1
29/03/2021,1315111,Mon,Mar,48,2021,0,0,0,1
30/03/2021,1083775,Tue,Mar,48,2021,0,0,0,1
31/03/2021,1095688,Wed,Mar,48,2021,0,0,0,1
01/04/2021,1149696,Thu,Apr,48,2021,0,0,0,0
02/04/2021,1326650,Fri,Apr,48,2021,0,1,0,0
03/04/2021,1230191,Sat,Apr,48,2021,0,1,0,0
04/04/2021,1075421,Sun,Apr,49,2021,0,1,0,0
05/04/2021,1382145,Mon,Apr,49,2021,0,1,0,0
06/04/2021,1144199,Tue,Apr,49,2021,0,0,0,0
07/04/2021,1103916,Wed,Apr,49,2021,0,0,0,0
08/04/2021,1149069,Thu,Apr,49,2021,0,0,0,0
09/04/2021,1006952,Fri,Apr,49,2021,0,0,0,0
10/04/2021,1136344,Sat,Apr,49,2021,0,0,0,0
11/04/2021,1145140,Sun,Apr,50,2021,0,0,0,0
12/04/2021,1205007,Mon,Apr,50,2021,0,0,1,0
13/04/2021,1087646,Tue,Apr,50,2021,0,0,1,0
14/04/2021,1045840,Wed,Apr,50,2021,0,0,1,0
15/04/2021,1044415,Thu,Apr,50,2021,0,0,1,0
16/04/2021,1113056,Fri,Apr,50,2021,0,0,1,0
17/04/2021,974484,Sat,Apr,50,2021,0,0,1,0
18/04/2021,998377,Sun,Apr,51,2021,0,0,1,0
19/04/2021,981240,Mon,Apr,51,2021,0,0,1,0
20/04/2021,958376,Tue,Apr,51,2021,0,0,1,0
21/04/2021,972244,Wed,Apr,51,2021,0,0,1,0
22/04/2021,945082,Thu,Apr,51,2021,0,0,1,0
23/04/2021,849965,Fri,Apr,51,2021,0,0,1,0
24/04/2021,992059,Sat,Apr,51,2021,0,0,1,1
25/04/2021,999347,Sun,Apr,52,2021,0,0,1,1
26/04/2021,1037637,Mon,Apr,52,2021,0,0,1,1
27/04/2021,1014328,Tue,Apr,52,2021,0,0,1,1
28/04/2021,1048014,Wed,Apr,52,2021,0,0,1,1
29/04/2021,1155652,Thu,Apr,52,2021,0,0,1,1
30/04/2021,1026620,Fri,Apr,52,2021,0,0,1,1
01/05/2021,1078210,Sat,May,52,2021,0,0,1,0
02/05/2021,1043464,Sun,May,1,2021,0,0,1,0
03/05/2021,1255754,Mon,May,1,2021,0,0,1,0
04/05/2021,1119324,Tue,May,1,2021,0,0,1,0
05/05/2021,975465,Wed,May,1,2021,0,0,1,0
06/05/2021,839145,Thu,May,1,2021,0,0,1,0
07/05/2021,922084,Fri,May,1,2021,0,0,1,0
08/05/2021,1131431,Sat,May,1,2021,0,0,1,0
09/05/2021,1021606,Sun,May,2,2021,0,0,1,0
10/05/2021,1060054,Mon,May,2,2021,0,0,1,0
11/05/2021,960952,Tue,May,2,2021,0,0,1,0
12/05/2021,935595,Wed,May,2,2021,0,0,1,0
13/05/2021,920417,Thu,May,2,2021,0,0,1,0
14/05/2021,968641,Fri,May,2,2021,0,0,1,0
15/05/2021,1058830,Sat,May,2,2021,0,0,1,0
16/05/2021,1030950,Sun,May,3,2021,0,0,1,0
17/05/2021,985722,Mon,May,3,2021,0,0,1,0
18/05/2021,899260,Tue,May,3,2021,0,0,1,0
19/05/2021,835753,Wed,May,3,2021,0,0,1,0
20/05/2021,936879,Thu,May,3,2021,0,0,1,0
21/05/2021,1072876,Fri,May,3,2021,0,0,1,0
22/05/2021,954657,Sat,May,3,2021,0,0,1,0
23/05/2021,995881,Sun,May,4,2021,0,0,1,0
24/05/2021,1029047,Mon,May,4,2021,0,0,1,0
25/05/2021,920288,Tue,May,4,2021,0,0,1,1
26/05/2021,930874,Wed,May,4,2021,0,0,1,1
27/05/2021,826540,Thu,May,4,2021,0,0,1,1
28/05/2021,923694,Fri,May,4,2021,0,0,1,1
29/05/2021,839463,Sat,May,4,2021,0,0,1,1
30/05/2021,775982,Sun,May,5,2021,0,0,1,1
31/05/2021,940709,Mon,May,5,2021,0,0,1,1
01/06/2021,825835,Tue,Jun,5,2021,0,0,1,0
02/06/2021,793339,Wed,Jun,5,2021,0,0,1,0
03/06/2021,828756,Thu,Jun,5,2021,0,0,1,0
04/06/2021,891632,Fri,Jun,5,2021,0,0,1,0
05/06/2021,791630,Sat,Jun,5,2021,0,0,1,0
06/06/2021,860538,Sun,Jun,6,2021,0,0,1,0
07/06/2021,906819,Mon,Jun,6,2021,0,0,1,0
08/06/2021,822318,Tue,Jun,6,2021,0,0,1,0
09/06/2021,825228,Wed,Jun,6,2021,0,0,1,0
10/06/2021,808704,Thu,Jun,6,2021,0,0,1,0
11/06/2021,883582,Fri,Jun,6,2021,0,0,1,0
12/06/2021,789555,Sat,Jun,6,2021,0,0,1,0
13/06/2021,780028,Sun,Jun,7,2021,0,0,1,0
14/06/2021,894794,Mon,Jun,7,2021,0,0,1,0
15/06/2021,837442,Tue,Jun,7,2021,0,0,1,0
16/06/2021,820585,Wed,Jun,7,2021,0,0,1,0
17/06/2021,912286,Thu,Jun,7,2021,0,0,1,0
18/06/2021,872722,Fri,Jun,7,2021,0,0,1,0
19/06/2021,916528,Sat,Jun,7,2021,0,0,1,0
20/06/2021,955604,Sun,Jun,8,2021,0,0,1,0
21/06/2021,1170253,Mon,Jun,8,2021,0,0,1,0
22/06/2021,1020942,Tue,Jun,8,2021,0,0,1,0
23/06/2021,872317,Wed,Jun,8,2021,0,0,1,0
24/06/2021,941858,Thu,Jun,8,2021,0,0,1,1
25/06/2021,903601,Fri,Jun,8,2021,0,0,1,1
26/06/2021,867472,Sat,Jun,8,2021,0,0,1,1
27/06/2021,931567,Sun,Jun,9,2021,0,0,1,1
28/06/2021,914526,Mon,Jun,9,2021,0,0,1,1
29/06/2021,829682,Tue,Jun,9,2021,0,0,1,1
30/06/2021,900806,Wed,Jun,9,2021,0,0,1,1
01/07/2021,844123,Thu,Jul,9,2021,0,0,1,0
02/07/2021,895641,Fri,Jul,9,2021,0,0,1,0
03/07/2021,921678,Sat,Jul,9,2021,0,0,1,0
04/07/2021,936422,Sun,Jul,10,2021,0,0,1,0
05/07/2021,961271,Mon,Jul,10,2021,0,0,1,0
06/07/2021,931721,Tue,Jul,10,2021,0,0,1,0
07/07/2021,814525,Wed,Jul,10,2021,0,0,1,0
08/07/2021,851235,Thu,Jul,10,2021,0,0,1,0
09/07/2021,883909,Fri,Jul,10,2021,0,0,1,0
10/07/2021,918777,Sat,Jul,10,2021,0,0,1,0
11/07/2021,812323,Sun,Jul,11,2021,0,0,1,0
12/07/2021,879813,Mon,Jul,11,2021,0,0,1,0
13/07/2021,932772,Tue,Jul,11,2021,0,0,1,0
14/07/2021,828057,Wed,Jul,11,2021,0,0,1,0
15/07/2021,812348,Thu,Jul,11,2021,0,0,1,0
16/07/2021,751978,Fri,Jul,11,2021,0,0,1,0
17/07/2021,787545,Sat,Jul,11,2021,0,0,1,0
18/07/2021,841969,Sun,Jul,12,2021,0,0,1,0
19/07/2021,984091,Mon,Jul,12,2021,0,0,1,0
20/07/2021,942396,Tue,Jul,12,2021,0,0,1,0
21/07/2021,916225,Wed,Jul,12,2021,0,0,1,0
22/07/2021,945676,Thu,Jul,12,2021,0,0,1,0
23/07/2021,877929,Fri,Jul,12,2021,0,0,1,0
24/07/2021,905230,Sat,Jul,12,2021,0,0,1,0
25/07/2021,901420,Sun,Jul,13,2021,0,0,1,1
26/07/2021,911100,Mon,Jul,13,2021,0,0,1,1
27/07/2021,879393,Tue,Jul,13,2021,0,0,1,1
28/07/2021,941428,Wed,Jul,13,2021,0,0,1,1
29/07/2021,858364,Thu,Jul,13,2021,0,0,1,1
30/07/2021,962522,Fri,Jul,13,2021,0,0,1,1
31/07/2021,888701,Sat,Jul,13,2021,0,0,1,1
01/08/2021,893520,Sun,Aug,14,2021,0,0,1,0
02/08/2021,957992,Mon,Aug,14,2021,0,0,1,0
03/08/2021,869025,Tue,Aug,14,2021,0,0,1,0
04/08/2021,844921,Wed,Aug,14,2021,0,0,1,0
05/08/2021,835950,Thu,Aug,14,2021,0,0,1,0
06/08/2021,815726,Fri,Aug,14,2021,0,0,1,0
07/08/2021,894321,Sat,Aug,14,2021,0,0,1,0
08/08/2021,933710,Sun,Aug,15,2021,0,0,1,0
09/08/2021,945045,Mon,Aug,15,2021,0,0,1,0
10/08/2021,880883,Tue,Aug,15,2021,0,0,1,0
11/08/2021,1006978,Wed,Aug,15,2021,0,0,1,0
12/08/2021,934528,Thu,Aug,15,2021,0,0,1,0
13/08/2021,925498,Fri,Aug,15,2021,0,0,1,0
14/08/2021,885536,Sat,Aug,15,2021,0,0,1,0
15/08/2021,931852,Sun,Aug,16,2021,0,0,1,0
16/08/2021,931284,Mon,Aug,16,2021,0,0,1,0
17/08/2021,915436,Tue,Aug,16,2021,0,0,1,0
18/08/2021,968668,Wed,Aug,16,2021,0,0,1,0
19/08/2021,973997,Thu,Aug,16,2021,0,0,1,0
20/08/2021,974772,Fri,Aug,16,2021,0,0,1,0
21/08/2021,993146,Sat,Aug,16,2021,0,0,1,0
22/08/2021,938631,Sun,Aug,17,2021,0,0,1,0
23/08/2021,976142,Mon,Aug,17,2021,0,0,1,0
24/08/2021,927817,Tue,Aug,17,2021,0,0,1,0
25/08/2021,930499,Wed,Aug,17,2021,0,0,1,1
26/08/2021,982939,Thu,Aug,17,2021,0,0,1,1
27/08/2021,1084755,Fri,Aug,17,2021,0,0,1,1
28/08/2021,953244,Sat,Aug,17,2021,0,0,1,1
29/08/2021,965702,Sun,Aug,18,2021,0,0,1,1
30/08/2021,1196581,Mon,Aug,18,2021,0,0,1,1
31/08/2021,1041136,Tue,Aug,18,2021,0,0,1,1
01/09/2021,979858,Wed,Sep,18,2021,0,0,1,0
02/09/2021,979601,Thu,Sep,18,2021,0,0,1,0
03/09/2021,943325,Fri,Sep,18,2021,0,0,1,0
04/09/2021,947458,Sat,Sep,18,2021,0,0,1,0
05/09/2021,907617,Sun,Sep,19,2021,0,0,1,0
06/09/2021,959218,Mon,Sep,19,2021,0,0,1,0
07/09/2021,874674,Tue,Sep,19,2021,0,0,1,0
08/09/2021,843021,Wed,Sep,19,2021,0,0,1,0
09/09/2021,947103,Thu,Sep,19,2021,0,0,1,0
10/09/2021,972067,Fri,Sep,19,2021,0,0,1,0
11/09/2021,949311,Sat,Sep,19,2021,0,0,1,0
12/09/2021,966332,Sun,Sep,20,2021,0,0,1,0
13/09/2021,969424,Mon,Sep,20,2021,0,0,1,0
14/09/2021,950582,Tue,Sep,20,2021,0,0,1,0
15/09/2021,940479,Wed,Sep,20,2021,0,0,1,0
16/09/2021,902808,Thu,Sep,20,2021,0,0,1,0
17/09/2021,935413,Fri,Sep,20,2021,0,0,1,0
18/09/2021,935794,Sat,Sep,20,2021,0,0,1,0
19/09/2021,1003365,Sun,Sep,21,2021,0,0,1,0
20/09/2021,948985,Mon,Sep,21,2021,0,0,1,0
21/09/2021,924018,Tue,Sep,21,2021,0,0,1,0
22/09/2021,932760,Wed,Sep,21,2021,0,0,1,0
23/09/2021,920198,Thu,Sep,21,2021,0,0,1,0
24/09/2021,927979,Fri,Sep,21,2021,0,0,1,1
25/09/2021,906150,Sat,Sep,21,2021,0,0,1,1
26/09/2021,946424,Sun,Sep,22,2021,0,0,1,1
27/09/2021,1031905,Mon,Sep,22,2021,0,0,1,1
28/09/2021,1017319,Tue,Sep,22,2021,0,0,1,1
29/09/2021,901425,Wed,Sep,22,2021,0,0,1,1
30/09/2021,949609,Thu,Sep,22,2021,0,0,1,1
01/10/2021,1000031,Fri,Oct,22,2021,0,0,1,0
02/10/2021,1129343,Sat,Oct,22,2021,0,0,1,0
03/10/2021,1095293,Sun,Oct,23,2021,0,0,1,0
04/10/2021,1045236,Mon,Oct,23,2021,0,0,1,0
05/10/2021,1078798,Tue,Oct,23,2021,0,0,1,0
06/10/2021,1236954,Wed,Oct,23,2021,0,0,1,0
07/10/2021,1072384,Thu,Oct,23,2021,0,0,1,0
08/10/2021,1044106,Fri,Oct,23,2021,0,0,1,0
09/10/2021,1045356,Sat,Oct,23,2021,0,0,1,0
10/10/2021,1047318,Sun,Oct,24,2021,0,0,1,0
11/10/2021,1051900,Mon,Oct,24,2021,0,0,1,0
12/10/2021,1011977,Tue,Oct,24,2021,0,0,1,0
13/10/2021,1055490,Wed,Oct,24,2021,0,0,1,0
14/10/2021,1015688,Thu,Oct,24,2021,0,0,1,0
15/10/2021,1006319,Fri,Oct,24,2021,0,0,1,0
16/10/2021,1064450,Sat,Oct,24,2021,0,0,1,0
17/10/2021,1106899,Sun,Oct,25,2021,0,0,1,0
18/10/2021,1154404,Mon,Oct,25,2021,0,0,1,0
19/10/2021,1012572,Tue,Oct,25,2021,0,0,1,0
20/10/2021,1046240,Wed,Oct,25,2021,0,0,1,0
21/10/2021,1001323,Thu,Oct,25,2021,0,0,1,0
22/10/2021,1037615,Fri,Oct,25,2021,0,0,1,0
23/10/2021,1023424,Sat,Oct,25,2021,0,0,1,0
24/10/2021,1160489,Sun,Oct,26,2021,0,0,1,0
25/10/2021,1141853,Mon,Oct,26,2021,0,0,1,1
26/10/2021,1129669,Tue,Oct,26,2021,0,0,1,1
27/10/2021,1146246,Wed,Oct,26,2021,0,0,1,1
28/10/2021,1118300,Thu,Oct,26,2021,0,0,1,1
29/10/2021,1175553,Fri,Oct,26,2021,0,0,1,1
30/10/2021,1138680,Sat,Oct,26,2021,0,0,1,1
31/10/2021,1176865,Sun,Oct,27,2021,0,0,1,1
01/11/2021,1343679,Mon,Nov,27,2021,0,0,1,0
02/11/2021,1205311,Tue,Nov,27,2021,0,0,1,0
03/11/2021,1150116,Wed,Nov,27,2021,0,0,1,0
04/11/2021,1164268,Thu,Nov,27,2021,0,0,1,0
05/11/2021,1488874,Fri,Nov,27,2021,0,0,1,0
06/11/2021,1403922,Sat,Nov,27,2021,0,0,1,0
07/11/2021,1473926,Sun,Nov,28,2021,0,0,1,0
08/11/2021,1670194,Mon,Nov,28,2021,0,0,1,0
09/11/2021,1382344,Tue,Nov,28,2021,0,0,1,0
10/11/2021,1525989,Wed,Nov,28,2021,0,0,1,0
11/11/2021,1431995,Thu,Nov,28,2021,0,0,1,0
12/11/2021,1675513,Fri,Nov,28,2021,0,0,1,0
13/11/2021,1489181,Sat,Nov,28,2021,0,0,1,0
14/11/2021,1536886,Sun,Nov,29,2021,0,0,1,0
15/11/2021,1707460,Mon,Nov,29,2021,0,0,1,0
16/11/2021,1593118,Tue,Nov,29,2021,0,0,1,0
17/11/2021,1694036,Wed,Nov,29,2021,0,0,1,0
18/11/2021,1731489,Thu,Nov,29,2021,0,0,1,0
19/11/2021,2295063,Fri,Nov,29,2021,0,0,1,0
20/11/2021,1841010,Sat,Nov,29,2021,0,0,1,0
21/11/2021,1933401,Sun,Nov,30,2021,0,0,1,0
22/11/2021,2093438,Mon,Nov,30,2021,0,0,1,0
23/11/2021,1941464,Tue,Nov,30,2021,0,0,1,0
24/11/2021,2086669,Wed,Nov,30,2021,0,0,1,1
25/11/2021,2476964,Thu,Nov,30,2021,1,0,1,1
26/11/2021,4156897,Fri,Nov,30,2021,1,0,1,1
27/11/2021,2415923,Sat,Nov,30,2021,1,0,1,1
28/11/2021,2084128,Sun,Nov,31,2021,1,0,1,1
29/11/2021,2312434,Mon,Nov,31,2021,1,0,1,1
30/11/2021,1721736,Tue,Nov,31,2021,0,0,1,1
01/12/2021,1600011,Wed,Dec,31,2021,0,0,1,0
02/12/2021,1421388,Thu,Dec,31,2021,0,0,1,0
03/12/2021,1401007,Fri,Dec,31,2021,0,0,1,0
04/12/2021,1383146,Sat,Dec,31,2021,0,0,1,0
05/12/2021,1517604,Sun,Dec,32,2021,0,0,1,0
06/12/2021,1480369,Mon,Dec,32,2021,0,0,1,0
07/12/2021,1455078,Tue,Dec,32,2021,0,0,1,0
08/12/2021,1265984,Wed,Dec,32,2021,0,0,1,0
09/12/2021,1293287,Thu,Dec,32,2021,0,0,1,0
10/12/2021,1387683,Fri,Dec,32,2021,0,0,1,0
11/12/2021,1330705,Sat,Dec,32,2021,0,0,1,0
12/12/2021,1378012,Sun,Dec,33,2021,0,0,1,0
13/12/2021,1512497,Mon,Dec,33,2021,0,0,1,0
14/12/2021,1388349,Tue,Dec,33,2021,0,0,1,0
15/12/2021,1335371,Wed,Dec,33,2021,0,0,1,0
16/12/2021,1317129,Thu,Dec,33,2021,0,0,1,0
17/12/2021,1469974,Fri,Dec,33,2021,0,0,1,0
18/12/2021,1440322,Sat,Dec,33,2021,0,0,1,0
19/12/2021,1432283,Sun,Dec,34,2021,0,0,1,0
20/12/2021,1506675,Mon,Dec,34,2021,0,0,1,0
21/12/2021,1404201,Tue,Dec,34,2021,0,0,1,0
22/12/2021,1391215,Wed,Dec,34,2021,0,0,1,0
23/12/2021,1317620,Thu,Dec,34,2021,0,0,1,0
24/12/2021,1412951,Fri,Dec,34,2021,0,0,1,0
25/12/2021,1624779,Sat,Dec,34,2021,0,0,1,1
26/12/2021,2979888,Sun,Dec,35,2021,0,0,1,1
27/12/2021,2417062,Mon,Dec,35,2021,0,0,1,1
28/12/2021,2077607,Tue,Dec,35,2021,0,0,1,1
29/12/2021,1830103,Wed,Dec,35,2021,0,0,1,1
30/12/2021,1610607,Thu,Dec,35,2021,0,0,1,1
31/12/2021,1431303,Fri,Dec,35,2021,0,0,1,1
01/01/2022,1444518.592,Sat,Jan,35,2022,0,0,1,0
02/01/2022,1411436.525,Sun,Jan,36,2022,0,0,1,0
03/01/2022,1386718.014,Mon,Jan,36,2022,0,0,1,0
04/01/2022,1149509,Tue,Jan,36,2022,0,0,1,0
05/01/2022,1272772,Wed,Jan,36,2022,0,0,1,0
06/01/2022,1198565,Thu,Jan,36,2022,0,0,1,0
07/01/2022,1301149,Fri,Jan,36,2022,0,0,1,0
08/01/2022,1294381,Sat,Jan,36,2022,0,0,1,0
09/01/2022,1289896,Sun,Jan,37,2022,0,0,1,0
10/01/2022,1160513,Mon,Jan,37,2022,0,0,1,0
11/01/2022,1070429,Tue,Jan,37,2022,0,0,1,0
12/01/2022,1134482,Wed,Jan,37,2022,0,0,1,0
13/01/2022,1044218,Thu,Jan,37,2022,0,0,1,0
14/01/2022,1048261,Fri,Jan,37,2022,0,0,1,0
15/01/2022,1084728,Sat,Jan,37,2022,0,0,1,0
16/01/2022,1092644,Sun,Jan,38,2022,0,0,1,0
17/01/2022,1079444,Mon,Jan,38,2022,0,0,1,0
18/01/2022,962287,Tue,Jan,38,2022,0,0,1,0
19/01/2022,1059409,Wed,Jan,38,2022,0,0,1,0
20/01/2022,962727,Thu,Jan,38,2022,0,0,1,0
21/01/2022,1015019,Fri,Jan,38,2022,0,0,1,0
22/01/2022,987073,Sat,Jan,38,2022,0,0,1,0
23/01/2022,1005288,Sun,Jan,39,2022,0,0,1,0
24/01/2022,1080786,Mon,Jan,39,2022,0,0,1,0
25/01/2022,928980,Tue,Jan,39,2022,0,0,1,1
26/01/2022,967029,Wed,Jan,39,2022,0,0,1,1
27/01/2022,952366,Thu,Jan,39,2022,0,0,1,1
28/01/2022,1036110,Fri,Jan,39,2022,0,0,1,1
29/01/2022,1027761,Sat,Jan,39,2022,0,0,1,1
30/01/2022,1048692,Sun,Jan,40,2022,0,0,1,1
31/01/2022,955240,Mon,Jan,40,2022,0,0,1,1
01/02/2022,905348,Tue,Feb,40,2022,0,0,1,0
02/02/2022,906320,Wed,Feb,40,2022,0,0,1,0
03/02/2022,750339,Thu,Feb,40,2022,0,0,1,0
04/02/2022,834044,Fri,Feb,40,2022,0,0,1,0
05/02/2022,868232,Sat,Feb,40,2022,0,0,1,0
06/02/2022,900949,Sun,Feb,41,2022,0,0,1,0
07/02/2022,766147,Mon,Feb,41,2022,0,0,1,0
08/02/2022,709671,Tue,Feb,41,2022,0,0,1,0
09/02/2022,760864,Wed,Feb,41,2022,0,0,1,0
10/02/2022,749810,Thu,Feb,41,2022,0,0,1,0
11/02/2022,846307,Fri,Feb,41,2022,0,0,1,0
12/02/2022,850519,Sat,Feb,41,2022,0,0,1,0
13/02/2022,896653,Sun,Feb,42,2022,0,0,1,0
14/02/2022,815627,Mon,Feb,42,2022,0,0,1,0
15/02/2022,806390,Tue,Feb,42,2022,0,0,1,0
16/02/2022,837960,Wed,Feb,42,2022,0,0,1,0
17/02/2022,793811,Thu,Feb,42,2022,0,0,1,0
18/02/2022,900611,Fri,Feb,42,2022,0,0,1,0
19/02/2022,808833,Sat,Feb,42,2022,0,0,1,0
20/02/2022,869207,Sun,Feb,43,2022,0,0,1,0
21/02/2022,849687,Mon,Feb,43,2022,0,0,1,0
22/02/2022,728222,Tue,Feb,43,2022,0,0,1,1
23/02/2022,784638,Wed,Feb,43,2022,0,0,1,1
24/02/2022,719909,Thu,Feb,43,2022,0,0,1,1
25/02/2022,791933,Fri,Feb,43,2022,0,0,1,1
26/02/2022,779542,Sat,Feb,43,2022,0,0,1,1
27/02/2022,811474,Sun,Feb,44,2022,0,0,1,1
28/02/2022,880642,Mon,Feb,44,2022,0,0,1,1
01/03/2022,804098,Tue,Mar,44,2022,0,0,1,0
02/03/2022,806130,Wed,Mar,44,2022,0,0,1,0
03/03/2022,771441,Thu,Mar,44,2022,0,0,1,0
04/03/2022,857134,Fri,Mar,44,2022,0,0,1,0
05/03/2022,841231,Sat,Mar,44,2022,0,0,1,0
06/03/2022,906607,Sun,Mar,45,2022,0,0,1,0
07/03/2022,819980,Mon,Mar,45,2022,0,0,1,0
08/03/2022,783182,Tue,Mar,45,2022,0,0,1,0
09/03/2022,782009,Wed,Mar,45,2022,0,0,1,0
